,first-author-affiliation,last-author-affiliation,title
0," LARODEC, Institut Supérieur de Gestion de Tunis, Université de Tunis, Tunis, Tunisia"," LARODEC, Institut Supérieur de Gestion de Tunis, Université de Tunis, Tunis, Tunisia",Handling uncertainty in recommender systems under the belief function theory
1, University of Southern California, University of Southern California,AI for conservation: aerial monitoring to learn and plan against illegal actors
2," School of Computer Science and Applied Mathematics, University of the Witwatersrand, South Africa"," School of Computer Science and Applied Mathematics, University of the Witwatersrand, South Africa",Learning portable symbolic representations
3, University of Minnesota, University of Minnesota,Restricted communication in online multi-robot exploration
4," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology"," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology",Intelligent decision support in human team planning
5," RWTH Aachen University, Germany and University of Genoa, Italy"," RWTH Aachen University, Germany and University of Genoa, Italy",Optimal multi-robot task planning: from synthesis to execution (and back)
6," CODeS, Department of Computer Science, KU Leuven"," College of System Engineering, National University of Defense Technology",Data-driven onboard scheduling for an autonomous observation satellite
7, University of Illinois at Urbana-Champaign, University of Illinois at Urbana-Champaign,Connecting low-level image processing and high-level vision via deep learning
8," Department of Computer Science and Engineering, University of Minnesota"," Department of Computer Science and Engineering, University of Minnesota",Identifying differences in social responsiveness among preschoolers interacting with or watching social robots
9," University of São Paulo, São Paulo, Brazil"," University of São Paulo, São Paulo, Brazil",Multi-agent election-based hyper-heuristics
10, King's College London, King's College London,Deception
11, Rensselaer Polytechnic Institute, Rensselaer Polytechnic Institute,Optimal multi-attribute decision making in social choice problems
12," Department of Computer Science, University of Bristol"," Department of Computer Science, University of Bristol",Conversational explanations of machine learning predictions through class-contrastive counterfactual statements
13," Charles University, Czech Republic"," Charles University, Czech Republic",Bringing multi-agent path finding closer to reality
14," Massachusetts Institute of Technology, Cambridge, Massachusetts"," Massachusetts Institute of Technology, Cambridge, Massachusetts",Learning and communicating the latent states of human-machine collaboration
15," Computer Science and Engineering, University of Minnesota, Minneapolis, MN"," Computer Science and Engineering, University of Minnesota, Minneapolis, MN",Machine learning approaches to reduce electrical waste and improve power grid stability
16, University of Southern California, University of Southern California,Algorithmic social intervention
